Epoch,Train Loss,Validation Accuracy
90,0.03221456923832496,0.9363492898474487
91,0.06224349745704482,0.9216201998947923
92,0.03280605076967428,0.9658074697527617
93,0.05000279452651739,0.8968963703314046
94,0.036754011952628694,0.846396633350868
95,0.09948211166386803,0.9416096791162546
96,0.04264330317576726,0.8390320883745397
97,0.037397764374812445,0.8842714360862703
98,0.01829048912040889,0.9784324039978959
99,0.022668920833772668,0.9905312993161494
100,0.007384301213702807,0.952656496580747
101,0.007430654799100012,0.9873750657548659
102,0.003056582261342555,0.9863229879011047
103,0.0022632544860243797,0.9957916885849553
104,0.0016656718100421131,0.9963177275118359
105,0.04407811833661981,0.8953182535507628
106,0.024799305542061726,0.9863229879011047
107,0.018193753094722827,0.9505523408732246
108,0.012812448859525224,0.96422935297212
109,0.004840244139389446,0.9836927932667018
110,0.023792482384790977,0.979484481851657
111,0.03962478061827521,0.8563913729615992
112,0.045599091704934834,0.9473961073119411
113,0.011752121693765124,0.96422935297212
114,0.0022514249896630643,0.997369805365597
115,0.006581061812660967,0.997369805365597
116,0.0021656368917319924,0.9978958442924777
117,0.003062593585733945,0.9989479221462388
118,0.007812152014230378,0.997369805365597
119,0.01037579378268371,0.9721199368753288
120,0.02440276867322003,0.9689637033140452
121,0.014973769579470778,0.9726459758022094
122,0.0038552393147256226,0.9978958442924777
123,0.004644858542208871,0.9836927932667018
124,0.010894268816142964,0.9815886375591794
125,0.01857217811824133,0.9815886375591794
126,0.018830635002814233,0.9805365597054182
127,0.007092392685202261,0.9957916885849553
128,0.0024353631054206443,0.9994739610731194
129,0.0012232335347410602,0.9994739610731194
130,0.0014996540196686207,0.9947396107311941
131,0.001144539513431179,0.9952656496580747
132,0.0010777432471513748,0.9978958442924777
133,0.0052538755126685524,0.9989479221462388
134,0.0003302629566557395,0.9984218832193582
135,0.0005201396352883118,0.997369805365597
136,0.000434065821658199,0.9963177275118359
137,0.0002674229746238173,0.9968437664387164
138,0.0002467989230353851,0.9968437664387164
139,0.0003789021859120112,0.997369805365597
140,0.0002902329671390665,0.9978958442924777
141,0.00044038917621946894,0.9978958442924777
142,0.0003677837776194792,0.9989479221462388
143,0.0001913991013376896,0.9984218832193582
144,0.0003618047478084918,0.9989479221462388
145,0.0002289339655059545,0.9994739610731194
146,0.0001714220908373439,0.9994739610731194
147,0.0002748124055263664,0.9994739610731194
148,0.00021255083071688812,0.9994739610731194
149,0.00017722331613185817,0.9994739610731194
150,0.00016280061681754886,1.0
151,0.038368439702511144,0.9868490268279853
152,0.004244574106996879,0.9900052603892688
153,0.0037517969380132855,0.9631772751183587
154,0.017055519062948103,0.9915833771699105
155,0.026095756923314183,0.9495002630194634
156,0.007658742593290905,0.9921094160967912
157,0.002670765002646173,0.997369805365597
158,0.0010049097220568607,1.0
159,0.000843904199427925,0.9994739610731194
160,0.0002997402451001108,1.0
161,0.00030544253531843423,1.0
162,0.0003864275757223368,1.0
163,0.0007097058439588485,1.0
164,0.0004121221968186243,1.0
165,0.0005701922176134152,1.0
166,0.00041271975496783855,1.0
167,0.00023901512977317907,1.0
168,0.00017680615492281503,1.0
169,0.00013010354038366738,1.0
170,0.0002927050879710199,1.0
171,0.00014905249214886379,1.0
172,0.00015939783891856982,1.0
173,0.00021897534328066588,1.0
174,0.00011719102767528966,1.0
175,0.00013003995360728974,1.0
176,9.575956416180512e-05,1.0
177,0.00023322881024796517,1.0
178,8.986083472943089e-05,1.0
179,0.00029545641373260876,1.0
180,0.00017198282415241314,1.0
181,0.00012323635104015315,1.0
182,8.56277093286432e-05,1.0
183,9.719523707948004e-05,1.0
184,0.00010258879968508458,1.0
185,0.0001150502384310433,1.0
186,7.786419664626009e-05,1.0
187,0.0001404004843304089,1.0
188,0.00012316985000021912,1.0
189,7.218128236369618e-05,1.0
190,0.00017052203038474544,1.0
191,0.0003250957147732455,1.0
192,9.321557166307078e-05,1.0
193,0.015570884110517606,0.9510783798001052
194,0.05116851596685592,0.9384534455549711
195,0.032030411949381235,0.9279326670173593
196,0.059077448894580206,0.769594950026302
197,0.07776854851593575,0.7990531299316149
198,0.05335603506925205,0.9042609153077328
199,0.01805324393014113,0.9889531825355077
200,0.011882858498332401,0.988427143608627
